artist,album,track_name,track_id,artist_genre,album_genre,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Half Moon Run,Dark Eyes,21 Gun Salute,7Jjqx75QRHaYsxF5WnHovC,"canadian indie,indie quebecois,quebec indie",,0.594,0.61,11,-10.57,0,0.0388,0.208,0.077,0.289,129.963,292409,4
Ariane Moffatt,22h22,22h22,7BIPYQPHbPVDE9UsA0eT72,"french indie folk,indie quebecois,pop quebecois",,0.35,0.0959,10,-17.471,1,0.0439,0.0024,0.106,0.108,143.861,200907,4
Karkwa,Les Chemins De Verre,28 Jours,4KEw5m7CZXVbpWbHVK4OrV,"indie quebecois,rock quebecois",,0.15,0.237,3,-10.799,0,0.0323,0.0977,0.0897,0.0733,67.276,292120,4
Vinnie Who,Midnight Special,39,2YTRLoG5jdzCp4yg3B6OnH,danish electropop,,0.733,0.719,5,-8.776,0,0.0462,0.108,0.0807,0.327,114.959,309787,4
The Strokes,Comedown Machine,50/50,5MPryR3oJGmWnSYM7X2GGE,"alternative rock,garage rock,modern rock,permanent wave,rock",,0.491,0.93,11,-6.412,0,0.0347,0.612,0.219,0.623,99.924,163227,4
Radio Radio,Ej feel zoo,50 Shades of Beige,4ymUtICOpIlyvFf3URM7XZ,indie quebecois,,0.703,0.7,2,-6.152,1,0.135,0.0,0.365,0.512,119.966,208248,4
The Strokes,Comedown Machine,80's Comedown Machine,2lffRiAET2Xt6BNb4EmkS2,"alternative rock,garage rock,modern rock,permanent wave,rock",,0.488,0.503,0,-8.89,1,0.0326,0.809,0.101,0.38,144.035,298613,4
Mac DeMarco,Rock and Roll Night Club,96.7 The Pipe,3oQ52Mqz2ih8KjligVoQrG,edmonton indie,,0.583,0.917,6,-8.96,0,0.567,0.0608,0.296,0.44,171.157,34014,4
Mac DeMarco,Rock and Roll Night Club,106.2 Breeze FM,5h8G81Ls00kyf1UEen0gBB,edmonton indie,,0.487,0.753,6,-10.533,0,0.306,0.00144,0.231,0.847,112.907,60642,4
Jake Shimabukuro,Peace Love Ukulele,143 (Kelly's song) 2011,6Tq4LginUMBOgZrUs8M40h,ukulele,,0.37,0.361,9,-12.271,1,0.0321,0.87,0.113,0.479,66.409,266066,4
Lorde,Pure Heroine (Extended),400 Lux,7ynvnjTj1XI8ByUq3F8MUw,"art pop,dance pop,metropopolis,nz pop,pop",,0.512,0.474,2,-8.36,1,0.0371,0.00345,0.134,0.194,183.991,234286,4
The Whitest Boy Alive,Rules,1517,4wHh4AljzbSGMJvynLgK1q,"alternative dance,dance-punk,indie pop,indietronica,modern rock,new rave",,0.784,0.539,11,-7.676,0,0.0406,0.377,0.0989,0.962,122.53,221227,4
Jean Leloup,1985-2003 Je Joue De La Guitare,1990 (Danse Mix),2UFEbNhbk9GsxCigXPq3XI,"canadian folk,indie quebecois,pop quebecois,rock quebecois",,0.6,0.939,2,-5.713,1,0.0746,0.0,0.0947,0.648,121.846,308427,4
Cage The Elephant,Thank You Happy Birthday,2024,7IcXkPWjwqUCCkI2mUf02h,"indie pop,indie rock,modern rock,punk blues,rock",,0.243,0.984,10,-3.384,0,0.323,0.00938,0.131,0.239,180.979,190333,4
Vampire Weekend,Vampire Weekend,A-Punk,1595LW73XBxkRk2ciQOHfr,"baroque pop,indie pop,indie rock,modern rock",,0.548,0.816,2,-4.478,1,0.0499,0.0543,0.152,0.857,174.993,137760,4
John Williams,Star Wars: The Force Awakens (Original Motion Picture Soundtrack),The Abduction,2vEkF5UazjaBL6CpG2BZgq,soundtrack,,0.159,0.23,2,-15.441,0,0.033,0.848,0.0951,0.0632,84.933,145293,4
Cage The Elephant,Thank You Happy Birthday,Aberdeen,6GWS0Nb3ybf3tQXZ0FlfZf,"indie pop,indie rock,modern rock,punk blues,rock",,0.154,0.972,7,-3.626,1,0.111,0.247,0.368,0.213,205.467,192920,4
The Whitest Boy Alive,Dreams,Above You,5FcjGGKpQx6dvuGcbAcFtC,"alternative dance,dance-punk,indie pop,indietronica,modern rock,new rave",,0.725,0.774,4,-6.402,0,0.174,0.126,0.0844,0.72,78.976,194960,4
Sufjan Stevens,Seven Swans,Abraham,4YpfqCRwb3ttShlTNaB2jU,"baroque pop,chamber pop,freak folk,indie folk,singer-songwriter",,0.365,0.0299,6,-20.546,1,0.0709,0.49,0.111,0.255,80.762,153693,4
The Beatles,Anthology 2,Across The Universe - Take 2 / Anthology 2 Version,00fyPXxe2SCBHnFwEO9Eh1,"beatlesque,british invasion,classic rock,merseybeat,psychedelic rock,rock",,0.488,0.341,2,-11.907,1,0.0256,0.0,0.0844,0.463,79.377,212120,4
The Beatles,Past Masters (Vols. 1 & 2 / Remastered),Across The Universe - World Wildlife Fund Version / Remastered 2009,691jw4auDZjaTOwUJmtoSy,"beatlesque,british invasion,classic rock,merseybeat,psychedelic rock,rock",,0.461,0.575,10,-10.709,1,0.0538,0.0,0.138,0.549,82.634,229173,4
The Beatles,Let It Be (Remastered),Across The Universe - Remastered 2009,4dkoqJrP0L8FXftrMZongF,"beatlesque,british invasion,classic rock,merseybeat,psychedelic rock,rock",,0.257,0.412,1,-11.788,1,0.0287,8.68e-05,0.0702,0.858,152.126,228133,4
The Beatles,The Beatles 1967 - 1970 (Remastered),Across The Universe - Remastered 2009,2Yh0H2OXI2UItG9GGfQzlK,"beatlesque,british invasion,classic rock,merseybeat,psychedelic rock,rock",,0.252,0.395,1,-12.323,1,0.0283,0.000119,0.0635,0.84,154.06,229787,4
The Beatles,Help! (Remastered),Act Naturally - Remastered 2009,0IxxqsYBcCHEQ1HqLYJnwx,"beatlesque,british invasion,classic rock,merseybeat,psychedelic rock,rock",,0.702,0.447,7,-10.122,1,0.0308,0.0,0.153,0.944,93.02,150373,4
Lester Young,Lester Young With The Oscar Peterson Trio,Ad Lib Blues,1aQmitUScES0kpdge6BtF4,"bebop,big band,contemporary post-bop,cool jazz,hard bop,jazz,jazz saxophone,soul jazz,stride,swing,vocal jazz",,0.704,0.317,0,-13.127,1,0.0551,0.499,0.139,0.783,108.165,354333,4
Amy Winehouse,Back To Black,Addicted,7or26qS3BfpTtWO3BFw5GE,"british soul,neo soul",,0.786,0.846,8,-3.752,1,0.0391,0.0172,0.101,0.695,107.976,165120,4
Alvvays,Alvvays,Adult Diversion,22cDldSuj9rgIMXwn4Ofn0,"art pop,indie pop,indie rock,shoegaze,toronto indie",,0.327,0.948,8,-4.355,1,0.0711,0.515,0.126,0.469,177.328,207640,4
Patrick Watson,Adventures In Your Own Backyard (Bonus Track Version),Adventures in Your Own Backyard,5MbRyPfgokD3c6nxCV7TFG,"chamber pop,indie folk",,0.353,0.547,5,-9.793,0,0.0364,0.116,0.323,0.213,146.043,291440,3
Daft Punk,Discovery,Aerodynamic,3H3cOQ6LBLSvmcaV7QkZEu,"electro,filter house",,0.624,0.911,7,-7.482,1,0.0524,0.861,0.0727,0.135,122.902,212547,4
Hans Zimmer,Interstellar (Original Motion Picture Soundtrack),Afraid of Time,3Vef8GlFWEzrP23UwHjWWl,"german soundtrack,soundtrack",,0.251,0.00342,9,-38.794,0,0.0433,0.0255,0.117,0.0504,119.997,152673,3
Arcade Fire,Reflektor,Afterlife,6D43oUO6nImERk2psfXdNY,"alternative dance,alternative rock,baroque pop,canadian indie,dance-punk,indie pop,indie rock,modern rock,new rave,permanent wave,quebec indie,rock",,0.638,0.873,11,-5.545,1,0.0363,0.0395,0.226,0.682,115.95,352755,4
Sufjan Stevens,Silver & Gold,Ah Holy Jesus,7H819kvtogxVpKDFplUFKc,"baroque pop,chamber pop,freak folk,indie folk,singer-songwriter",,0.161,0.176,8,-14.604,1,0.0446,0.000232,0.178,0.0808,67.503,161653,4
Sufjan Stevens,Silver & Gold,Ah Holy Jesus (a capella),67kwRadxmmURPuWIpEyymY,"baroque pop,chamber pop,freak folk,indie folk,singer-songwriter",,0.16,0.17,8,-20.478,1,0.0376,0.763,0.0941,0.0399,134.526,59880,4
Sufjan Stevens,Silver & Gold,Ah Holy Jesus (with reed organ),1FEYWXG23hr3m2vXHpbZeq,"baroque pop,chamber pop,freak folk,indie folk,singer-songwriter",,0.296,0.164,5,-12.602,0,0.0348,0.0,0.201,0.253,85.346,88800,4
Cage The Elephant,Cage The Elephant,Ain't No Rest For The Wicked,1SfOQKZv0c9FqNXd2Kjt6P,"indie pop,indie rock,modern rock,punk blues,rock",,0.639,0.908,0,-5.575,1,0.138,0.0,0.553,0.926,156.029,175467,4
The Beatles,Anthology 1,Ain't She Sweet - Anthology 1 Version,3OUpVpFeNx5jeInhHqiNfs,"beatlesque,british invasion,classic rock,merseybeat,psychedelic rock,rock",,0.495,0.854,4,-5.699,1,0.0434,0.0,0.0371,0.819,77.967,133347,4
The Beatles,Anthology 3,Ain't She Sweet - Anthology 3 Version,2zsz6dip4W83IlAgp2zP4Y,"beatlesque,british invasion,classic rock,merseybeat,psychedelic rock,rock",,0.81,0.502,4,-10.399,1,0.0541,0.0564,0.177,0.685,121.466,128480,4
Radiohead,OK Computer,Airbag,3OsUjkcv1C1v5udFhgRSFg,"alternative rock,art rock,melancholia,oxford indie,permanent wave,rock",,0.306,0.872,2,-7.313,1,0.05,0.8,0.261,0.648,167.946,287880,4
Karkwa,Le Volume Du Vent,À La Chaîne,2Ol6GoKiAvPOyk52QIQvf7,"indie quebecois,rock quebecois",,0.314,0.874,9,-6.33,1,0.0398,0.0784,0.411,0.398,159.829,265573,4
Karkwa,Les Tremblements S'immobilisent,Alaska,1mYPdmzGjsYpWnFF2XO3MJ,"indie quebecois,rock quebecois",,0.216,0.517,2,-8.211,0,0.0325,0.318,0.35,0.129,99.434,322547,3
Jean Leloup,1985-2003 Je Joue De La Guitare,Alger,4knSB7lhQAtO6UqUeaGox8,"canadian folk,indie quebecois,pop quebecois,rock quebecois",,0.793,0.892,7,-5.626,1,0.171,0.0,0.0695,0.816,108.287,208787,4
Fleece,Scavenger,Aliens,27U2Idl2Jl63dltNrgP6rm,psychedelic pop,,0.426,0.502,1,-11.085,0,0.0296,0.206,0.123,0.153,130.018,254852,3
Daft Punk,"Musique, Vol. 1",Alive,0HadrlP2mwJidGF3pyBX4H,"electro,filter house",,0.723,0.716,3,-6.407,0,0.0437,0.905,0.072,0.0748,128.701,316253,4
Daft Punk,Homework,Alive,1PH5Es89c1cENU8WVuWwbp,"electro,filter house",,0.723,0.716,3,-6.407,0,0.0437,0.905,0.072,0.0748,128.701,316253,4
Brazilian Girls,Talk To La Bomb,All About Us,22ZIa4vKhUFzb4YZqp7g94,"downtempo,electronica,trip hop",,0.729,0.767,3,-6.809,0,0.0621,0.0294,0.0839,0.748,119.965,240360,4
Humble Braggers,Disposable Friends,All Alone,5GRhjCK4XgTajZvcP8FsRw,buffalo ny indie,,0.432,0.796,0,-9.39,1,0.0546,1.79e-05,0.239,0.183,119.997,216911,4
The Whitest Boy Alive,Dreams,All Ears,2hkfe7ug1Wabzapt5HQec4,"alternative dance,dance-punk,indie pop,indietronica,modern rock,new rave",,0.457,0.0952,2,-15.476,1,0.0413,0.032,0.113,0.138,139.432,199760,5
WhoMadeWho,"Get Physical Music Presents: Body Language, Vol. 17 by WhoMadeWho",All Goes Wrong,1Lwux3cAXrUG3UWjUEGteT,,,0.665,0.809,9,-8.263,1,0.0391,0.855,0.378,0.472,120.009,482223,4
Vance Joy,Dream Your Life Away (Special Edition),All I Ever Wanted,62nFeTispaiYq1KzGrONsl,"folk-pop,modern rock,pop,pop rock",,0.518,0.624,0,-6.134,1,0.0256,0.000171,0.131,0.241,87.565,216880,4
Radiohead,In Rainbows,All I Need,51ygW389BW4Dut3B69pSwc,"alternative rock,art rock,melancholia,oxford indie,permanent wave,rock",,0.668,0.477,4,-8.709,0,0.0358,0.446,0.139,0.0966,88.005,228747,4
Bahamas,Bahamas is Afie,All I've Ever Known,0MOMLuhHqNgJ7uAceOPmfj,"canadian indie,indie folk,indie pop,new americana,stomp and holler",,0.669,0.203,5,-11.059,1,0.0317,0.221,0.107,0.265,125.864,375973,4
The Beatles,With The Beatles (Remastered),All I've Got To Do - Remastered 2009,5tztLBvTlNC15Np2tnQ5Ll,"beatlesque,british invasion,classic rock,merseybeat,psychedelic rock,rock",,0.49,0.579,1,-10.301,0,0.0344,0.0,0.0644,0.879,119.403,122573,4
Björk,Greatest Hits,All Is Full of Love,3rrtbnOBDzKQfyYKTezEFe,"alternative dance,art pop,dance pop,electronica,electropop,experimental pop,experimental vocal,icelandic experimental,icelandic pop,metropopolis,permanent wave,trip hop",,0.481,0.49,6,-10.098,1,0.0271,0.123,0.0915,0.0378,152.04,287000,4
Rita Lee,"Aqui, Ali, Em Qualquer Lugar",All My Loving,5dIZa3pwSn1vDenZpSBEFO,"bossa nova,mpb,nova mpb,tropicalia",,0.701,0.182,2,-17.068,1,0.0381,0.0276,0.109,0.125,117.885,185733,4
The Beatles,Anthology 1,All My Loving - Anthology 1 Version,2vCsB0tzKlAtsSwB4NBprX,"beatlesque,british invasion,classic rock,merseybeat,psychedelic rock,rock",,0.261,0.805,0,-5.722,0,0.0408,0.0,0.375,0.858,155.586,139333,4
The Beatles,Live At The Hollywood Bowl,All My Loving - Live / Remastered,7j021TxcicWprdXpCcMBeH,"beatlesque,british invasion,classic rock,merseybeat,psychedelic rock,rock",,0.203,0.663,1,-8.037,0,0.0349,0.0,0.899,0.725,169.994,135253,5
The Beatles,With The Beatles (Remastered),All My Loving - Remastered 2009,4joiWvli4qJVEW6qZV2i2J,"beatlesque,british invasion,classic rock,merseybeat,psychedelic rock,rock",,0.416,0.563,1,-8.724,0,0.0298,0.0,0.343,0.9,77.56,127853,4
LMFAO,Sorry For Party Rocking,All Night Long,2NsQgzcCEy9hZbHaBG4Xfy,"dance pop,edm,pop,pop rap",,0.652,0.829,5,-4.982,0,0.0499,0.0,0.0971,0.438,130.915,227067,4
Lionel Richie,The Definitive Collection,All Night Long (All Night) - Single Version,2Wb9ejnmy27DUTUe9YF5Ew,"adult standards,disco,mellow gold,motown,quiet storm,soft rock",,0.739,0.576,1,-12.024,1,0.0472,0.00206,0.0482,0.78,108.81,260427,4
Plants and Animals,Waltzed in from the Rumbling,All Of The Time,1zwB5h9WqvAlOTOUapSNSe,"canadian indie,piano rock,quebec indie,stomp and holler",,0.55,0.751,11,-7.818,0,0.0754,0.345,0.133,0.347,144.296,219618,4
WhoMadeWho,Knee Deep,All That I Am,6g4jkJItHpKs8Ljwt0EEMx,"alternative dance,dance-punk,danish indie,electronica,experimental pop,indie soul,indietronica,new rave,nu disco",,0.607,0.811,0,-6.618,1,0.0443,0.354,0.376,0.339,118.987,331507,4
Bahamas,Bahamas is Afie,All The Time,40WXqoyOLAAugGmJWZU1FY,"canadian indie,indie folk,indie pop,new americana,stomp and holler",,0.711,0.468,4,-4.797,0,0.0515,0.00427,0.087,0.533,127.458,234973,4
The Strokes,Comedown Machine,All The Time,7uFZNMEZzAGOwQ6EZID1K4,"alternative rock,garage rock,modern rock,permanent wave,rock",,0.403,0.883,2,-6.054,1,0.0745,0.65,0.126,0.078,141.945,181373,4
Sufjan Stevens,Seven Swans,All the Trees of the Field Will Clap Their Hands,5OojmQ36TXkfL2JfoFJcaq,"baroque pop,chamber pop,freak folk,indie folk,singer-songwriter",,0.632,0.225,4,-13.423,1,0.0296,0.74,0.112,0.683,144.641,254053,4
The Killers,Hot Fuss,All These Things That I've Done,0kYUrLVQOfx21xuXu7OGrT,"modern rock,permanent wave,rock",,0.557,0.728,6,-6.181,1,0.0405,5.13e-06,0.118,0.216,118.241,301573,4
The Beatles,Anthology 3,All Things Must Pass - Anthology 3 Version,25RYJGPnetSkV8le7TeJnR,"beatlesque,british invasion,classic rock,merseybeat,psychedelic rock,rock",,0.492,0.231,9,-13.476,1,0.0368,6.16e-06,0.229,0.61,93.232,184987,3
Bahamas,Bahamas is Afie,All Time Favourite,7hneDPwMWHSDxFZTaiGbaT,"canadian indie,indie folk,indie pop,new americana,stomp and holler",,0.378,0.254,7,-12.694,1,0.0399,0.00489,0.109,0.19,123.885,249320,4
The Beatles,Yellow Submarine (Remastered),All Together Now - Remastered 2009,2ck8lFrYAch2GPtdhpTHe3,"beatlesque,british invasion,classic rock,merseybeat,psychedelic rock,rock",,0.587,0.431,2,-9.495,1,0.0686,0.0,0.561,0.778,95.937,130893,4
Perfume Genius,Put Your Back N 2 It,All Waters,6ZMu3XuSt70jbJa7OfHN7X,"art pop,chamber pop,chillwave,electropop,experimental pop,freak folk,indie pop,indie rock,indietronica,seattle indie",,0.126,0.277,1,-12.954,0,0.0304,0.00212,0.345,0.0688,88.611,130200,4
Brazilian Girls,Brazilian Girls,All We Have,7BYRb9EJ90vcBmTHMvmQvm,"downtempo,electronica,trip hop",,0.613,0.821,0,-8.534,1,0.0344,0.783,0.0869,0.46,101.99,226640,4
The Beatles,Love,All You Need Is Love,3oGGipilQmZTol8qFTR6u1,"beatlesque,british invasion,classic rock,merseybeat,psychedelic rock,rock",,0.372,0.532,7,-7.968,1,0.0314,0.0,0.0951,0.727,102.627,220045,4
The Beatles,Yellow Submarine (Remastered),All You Need Is Love - Remastered 2009,2Z8cY4QpZTFUZxCQCpvNe1,"beatlesque,british invasion,classic rock,merseybeat,psychedelic rock,rock",,0.4,0.463,7,-8.455,1,0.0288,4.59e-05,0.286,0.627,103.103,231213,4
The Beatles,The Beatles 1967 - 1970 (Remastered),All You Need Is Love - Remastered 2009,6tzFM08UuwxhuftjfUqaQA,"beatlesque,british invasion,classic rock,merseybeat,psychedelic rock,rock",,0.389,0.436,7,-9.7,1,0.0295,3.2e-05,0.258,0.692,100.371,228653,4
The Beatles,Magical Mystery Tour (Remastered),All You Need Is Love - Remastered 2009,68BTFws92cRztMS1oQ7Ewj,"beatlesque,british invasion,classic rock,merseybeat,psychedelic rock,rock",,0.4,0.48,7,-7.768,1,0.0295,3.1e-05,0.155,0.653,103.436,230387,4
The Beatles,1 (Remastered),All You Need Is Love - Remastered 2015,6KqiVlOLfDzJViJVAPym1p,"beatlesque,british invasion,classic rock,merseybeat,psychedelic rock,rock",,0.397,0.625,7,-5.829,1,0.0347,5.47e-06,0.263,0.676,104.54,227760,4
Ariane Moffatt,Ma,All Yours,6Ul9vDvJrFNlCQpFvXSLr9,"french indie folk,indie quebecois,pop quebecois",,0.719,0.638,11,-6.311,1,0.0274,7.5e-05,0.155,0.589,112.034,154067,4
Lester Young,Lester Young With The Oscar Peterson Trio,Almost Like Being In Love,7jgVqaSm3zrJlFrhVYiZj9,"bebop,big band,contemporary post-bop,cool jazz,hard bop,jazz,jazz saxophone,soul jazz,stride,swing,vocal jazz",,0.697,0.103,0,-14.972,1,0.0967,0.561,0.0806,0.464,129.535,214627,4
The Strokes,Is This It,"Alone, Together",4pXyK9GW7fuT645U0DLYYF,"alternative rock,garage rock,modern rock,permanent wave,rock",,0.511,0.855,7,-5.752,1,0.0307,0.89,0.0694,0.962,142.985,188314,4
The Strokes,Is This It,"Alone, Together",4UmJMAY5TqXPAnsDW1Mci7,"alternative rock,garage rock,modern rock,permanent wave,rock",,0.515,0.863,7,-5.756,1,0.0308,0.896,0.0616,0.961,143.017,188640,4
Sufjan Stevens,Silver & Gold,Alphabet St.,13Q8MH3xSfIyXSVIQpIl8H,"baroque pop,chamber pop,freak folk,indie folk,singer-songwriter",,0.808,0.839,7,-8.966,1,0.108,0.0805,0.0818,0.856,99.986,96293,4
Bahamas,Pink Strat,Already Yours,6gyUiLI8CLSy9UIAiHcJ2j,"canadian indie,indie folk,indie pop,new americana,stomp and holler",,0.64,0.291,0,-12.42,1,0.0419,0.304,0.114,0.538,123.456,125547,4
Tame Impala,InnerSpeaker,Alter Ego,2Zy9cf5v1tWFDmXTbahAU8,"australian psych,neo-psychedelic",,0.31,0.844,0,-3.582,1,0.0497,0.224,0.0914,0.206,129.111,287613,4
Alabama Shakes,Always Alright,Always Alright,17Jg504RgNPNgdpRkJh9Co,"alabama indie,indie rock,modern blues rock,rock",,0.693,0.62,9,-6.509,1,0.0424,0.844,0.112,0.571,106.346,249170,4
Cage The Elephant,Thank You Happy Birthday,Always Something,7lWrbqRzkjLIv9SGHUDDnL,"indie pop,indie rock,modern rock,punk blues,rock",,0.693,0.947,5,-5.22,0,0.0437,1.67e-05,0.256,0.917,119.983,221947,4
