artist,album,track_name,track_id,artist_genre,album_genre,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
"Crosby, Stills & Nash","Crosby, Stills & Nash",Helplessly Hoping - 2005 Remaster,1UKobFsdqNXQb8OthimCKe,"album rock,art rock,blues rock,classic rock,country rock,folk,folk rock,heartland rock,mellow gold,psychedelic rock,rock,roots rock,soft rock,traditional folk",,0.567,0.159,7,-13.648,1,0.0331,0.0,0.111,0.436,146.913,157893,4
Neil Young,Harvest (2009 Remaster),Heart of Gold - 2009 Remaster,1Q1b8eVkUPGlpSArl8JAVw,"album rock,canadian singer-songwriter,classic canadian rock,classic rock,mellow gold,permanent wave,rock,roots rock,singer-songwriter",,0.541,0.459,4,-10.433,0,0.0297,0.0274,0.099,0.803,171.165,187013,4
Bread,Manna,If,40W8Mm9t3ZO1iNQlls35lL,"adult standards,country rock,folk,folk rock,mellow gold,soft rock",,0.388,0.176,9,-16.952,1,0.0299,0.000336,0.0977,0.342,97.628,155773,4
Fleetwood Mac,Fleetwood Mac,Landslide,5ihS6UUlyQAfmp48eSkxuQ,"album rock,classic rock,mellow gold,rock,soft rock,yacht rock",,0.414,0.161,7,-22.32,0,0.0318,0.000223,0.117,0.423,159.375,199493,4
Simon & Garfunkel,Bridge Over Troubled Water,The Boxer,76TZCvJ8GitQ2FA1q5dKu0,"classic rock,folk,folk rock,melancholia,mellow gold,rock",,0.439,0.488,11,-14.464,1,0.0615,0.000339,0.16,0.629,93.017,308520,4
Simon & Garfunkel,"Wednesday Morning, 3 A.M.",The Sound of Silence - Acoustic Version,5y788ya4NvwhBznoDIcXwK,"classic rock,folk,folk rock,melancholia,mellow gold,rock",,0.525,0.216,6,-13.551,1,0.0301,0.0,0.107,0.328,106.761,185413,4
Simon & Garfunkel,"Parsley, Sage, Rosemary And Thyme",Scarborough Fair / Canticle,3g2fYZW5v2od8KIF7VktT0,"classic rock,folk,folk rock,melancholia,mellow gold,rock",,0.336,0.248,2,-15.626,1,0.0324,0.0,0.113,0.297,128.548,190347,3
Simon & Garfunkel,Bridge Over Troubled Water,Bridge Over Troubled Water,6l8EbYRtQMgKOyc1gcDHF9,"classic rock,folk,folk rock,melancholia,mellow gold,rock",,0.149,0.206,3,-13.888,1,0.0323,0.000649,0.115,0.264,79.764,293120,4
Bread,Lost Without Your Love,Lost Without Your Love,1aRncYBtdizYoVKcSt8oaY,"adult standards,country rock,folk,folk rock,mellow gold,soft rock",,0.266,0.345,10,-11.484,1,0.0309,1.9e-05,0.103,0.199,145.98,176893,4
America,America,A Horse with No Name,54eZmuggBFJbV7k248bTTt,"album rock,art rock,classic rock,country rock,folk,folk rock,mellow gold,rock,soft rock",,0.654,0.506,11,-17.18,0,0.0535,0.0155,0.155,0.831,123.179,252240,4
Billy Joel,Piano Man,Piano Man,78WVLOP9pN0G3gRLFy1rAa,"album rock,classic rock,folk rock,mellow gold,piano rock,rock,singer-songwriter,soft rock",,0.334,0.477,0,-8.806,1,0.0276,4.17e-06,0.312,0.405,179.239,336200,3
Billy Joel,The Stranger (Legacy Edition),She's Always a Woman,5RgFlk1fcClZd0Y4SGYhqH,"album rock,classic rock,folk rock,mellow gold,piano rock,rock,singer-songwriter,soft rock",,0.292,0.324,3,-11.996,1,0.0346,0.000473,0.12,0.384,176.631,201373,3
John Lennon,Plastic Ono Band,Working Class Hero - Remastered 2010,1yKQBy7olMIqRpziyAzf8c,"album rock,art rock,beatlesque,classic rock,folk rock,mellow gold,psychedelic rock,rock",,0.484,0.165,7,-18.568,1,0.0498,1.19e-06,0.115,0.193,159.174,227933,3
"Crosby, Stills, Nash & Young",So Far,Ohio,0ToHhkK4qtwEyKOxhQpMbJ,"album rock,art rock,blues rock,classic rock,country rock,folk,folk rock,mellow gold,psychedelic rock,rock,roots rock,soft rock,supergroup",,0.445,0.529,0,-10.94,1,0.026,0.0162,0.184,0.749,79.296,183733,4
Gordon Lightfoot,Summertime Dream,The Wreck of the Edmund Fitzgerald,536L9C0N7vhYdibCJx3cI2,"album rock,canadian country,canadian singer-songwriter,classic rock,country rock,folk,folk rock,mellow gold,rock,roots rock,singer-songwriter,soft rock,traditional folk",,0.308,0.376,4,-15.24,1,0.0626,2.52e-06,0.166,0.158,186.047,389280,3
Yusuf / Cat Stevens,Tea for the Tillerman,Father And Son,19slC7k8bsPOAKDjHYLU2W,"british folk,classic rock,folk,folk rock,mellow gold,rock,singer-songwriter,soft rock",,0.499,0.33,7,-11.467,1,0.0348,4.21e-05,0.102,0.395,135.993,221000,4
Bread,Baby I'm-a Want You,Everything I Own,52VIdyKqp1pJRSyUQaxKUA,"adult standards,country rock,folk,folk rock,mellow gold,soft rock",,0.365,0.338,2,-13.406,1,0.0322,0.0,0.104,0.446,79.241,187000,4
Jim Croce,You Don't Mess Around With Jim,Photographs And Memories,7nh2wE6yqevRauwDZWHZxD,"album rock,classic rock,country rock,folk,folk rock,mellow gold,rock,roots rock,singer-songwriter,soft rock",,0.56,0.303,7,-11.012,1,0.0321,1.13e-05,0.115,0.5,122.797,127680,4
Yusuf / Cat Stevens,Teaser And The Firecat,Morning Has Broken,3BqqF8suAIzW8655yJfcvh,"british folk,classic rock,folk,folk rock,mellow gold,rock,singer-songwriter,soft rock",,0.424,0.321,7,-13.162,1,0.0312,0.0196,0.0903,0.405,133.126,200000,3
Jim Croce,You Don't Mess Around With Jim,Operator (That's Not The Way It Feels),35sNK23iMCXjDsJa42rZDg,"album rock,classic rock,country rock,folk,folk rock,mellow gold,rock,roots rock,singer-songwriter,soft rock",,0.692,0.623,7,-6.227,1,0.0298,3.38e-06,0.0865,0.832,129.966,229320,4
The Highwaymen,Highwayman,Highwayman,7jWbXvrgdbkajU8L28ahn5,"country rock,outlaw country",,0.67,0.351,2,-16.842,1,0.0463,0.0176,0.115,0.45,101.384,182653,4
"Crosby, Stills, Nash & Young",Deja Vu,Woodstock,2iqKVzMZpyUVPwxIVaQkhm,"album rock,art rock,blues rock,classic rock,country rock,folk,folk rock,mellow gold,psychedelic rock,rock,roots rock,soft rock,supergroup",,0.458,0.539,4,-12.402,0,0.0571,0.00944,0.17,0.56,118.928,233773,4
England Dan & John Ford Coley,Nights Are Forever,I'd Really Love to See You Tonight,2r008pcfVYc0zgQvSRqUJE,"adult standards,bubblegum pop,country rock,folk rock,mellow gold,soft rock",,0.62,0.556,5,-12.044,1,0.0336,0.0,0.301,0.592,119.172,159107,4
Jim Croce,You Don't Mess Around With Jim,Walkin' Back to Georgia,51ueZKM83MTRv9rgiDfI6Y,"album rock,classic rock,country rock,folk,folk rock,mellow gold,rock,roots rock,singer-songwriter,soft rock",,0.661,0.518,6,-10.061,0,0.0319,1.78e-05,0.0953,0.776,127.266,170760,4
Bread,Baby I'm-a Want You,Baby I'm-a Want You,7IX2e7pEShera9T1QIMvi7,"adult standards,country rock,folk,folk rock,mellow gold,soft rock",,0.613,0.289,8,-16.529,1,0.0305,1.57e-06,0.0617,0.553,144.188,150707,4
Gordon Lightfoot,Gord's Gold,Rainy Day People,1TZteKaf5z3P3i87jyB8jc,"album rock,canadian country,canadian singer-songwriter,classic rock,country rock,folk,folk rock,mellow gold,rock,roots rock,singer-songwriter,soft rock,traditional folk",,0.672,0.425,11,-12.117,1,0.0277,0.000616,0.142,0.533,109.575,168827,4
Dan Fogelberg,Love Songs,Run for the Roses,3TyNmJ7jRiryoLkB4ChAfA,"adult standards,classic rock,country rock,folk,folk rock,mellow gold,soft rock,yacht rock",,0.45,0.207,5,-14.5,1,0.0267,0.000311,0.179,0.248,90.078,254293,3
Dan Fogelberg,Love Songs,Leader of the Band,3O4s2m47MFhnGqmpkjoKYk,"adult standards,classic rock,country rock,folk,folk rock,mellow gold,soft rock,yacht rock",,0.628,0.159,8,-14.363,1,0.0333,0.0,0.111,0.505,135.003,256400,4
Dan Fogelberg,Love Songs,Same Old Lang Syne,0juQNDN4EdiuG97rgKywkF,"adult standards,classic rock,country rock,folk,folk rock,mellow gold,soft rock,yacht rock",,0.457,0.355,0,-12.7,1,0.0284,1.85e-05,0.225,0.291,108.101,315733,4
Dan Fogelberg,The Wild Places,Rhythm of the Rain,0FlDqHq2wPIm2o4xkDJJ42,"adult standards,classic rock,country rock,folk,folk rock,mellow gold,soft rock,yacht rock",,0.717,0.433,7,-8.893,1,0.0244,0.000102,0.139,0.591,87.281,262093,4
Dan Fogelberg,Windows And Walls,Believe In Me,3YnoRANvisc9OL9LTjQWYJ,"adult standards,classic rock,country rock,folk,folk rock,mellow gold,soft rock,yacht rock",,0.415,0.175,9,-15.999,1,0.0275,0.0,0.198,0.266,130.616,274000,4
Dan Fogelberg,Love Songs,Make Love Stay,69nvFTDnYvvvQ6th8rmJkm,"adult standards,classic rock,country rock,folk,folk rock,mellow gold,soft rock,yacht rock",,0.495,0.293,2,-14.844,1,0.0257,0.00287,0.123,0.446,99.069,271867,4
Dan Fogelberg,Love In Time,The Colors Of Eve,3aCzpTUZFLvy31PAnP2xZF,"adult standards,classic rock,country rock,folk,folk rock,mellow gold,soft rock,yacht rock",,0.218,0.317,0,-10.472,1,0.0287,4.42e-06,0.221,0.312,168.983,237467,3
Dan Fogelberg,Phoenix,Longer,56ilrbKJF2bph5W6eZaM5E,"adult standards,classic rock,country rock,folk,folk rock,mellow gold,soft rock,yacht rock",,0.308,0.0427,7,-24.709,1,0.0336,0.0,0.179,0.383,158.399,195067,4
Dan Fogelberg,Phoenix,Phoenix,2mkqRxoG6FlynvzW0XJVJa,"adult standards,classic rock,country rock,folk,folk rock,mellow gold,soft rock,yacht rock",,0.527,0.478,7,-17.155,1,0.0272,0.000497,0.295,0.683,111.728,426440,4
Dan Fogelberg,Love In Time,So Many Changes,3exjoKoAggN3UoayrYd83C,"adult standards,classic rock,country rock,folk,folk rock,mellow gold,soft rock,yacht rock",,0.548,0.565,7,-8.711,1,0.0278,4.44e-05,0.244,0.668,155.809,171867,4
Seals and Crofts,Summer Breeze,Summer Breeze,3B0ms7Xlxl16tRztKHpcu9,"adult standards,album rock,brill building pop,bubblegum pop,classic rock,country rock,folk,folk rock,mellow gold,soft rock,yacht rock",,0.49,0.581,5,-6.566,1,0.0388,0.0177,0.0764,0.318,88.718,205480,4
Gordon Lightfoot,Sundown,Carefree Highway,59EupkPF0AA5nu0qDo5FlK,"album rock,canadian country,canadian singer-songwriter,classic rock,country rock,folk,folk rock,mellow gold,rock,roots rock,singer-songwriter,soft rock,traditional folk",,0.538,0.346,4,-14.403,1,0.0252,1.24e-05,0.0929,0.459,85.031,222133,4
England Dan & John Ford Coley,Dr. Heckle & Mr. Jive,Broken Hearted Me,6UQVYRstTkxWNpmIfSTEUn,"adult standards,bubblegum pop,country rock,folk rock,mellow gold,soft rock",,0.545,0.372,10,-16.038,1,0.0361,0.0,0.0832,0.483,146.627,236867,4
Warren Zevon,The Wind,Keep Me in Your Heart,6eceqMrRFKCnq7ksH2L7Wp,"classic rock,country rock,folk,folk rock,heartland rock,mellow gold,piano rock,rock,roots rock,singer-songwriter,soft rock,traditional folk",,0.427,0.393,7,-9.142,1,0.0418,1.54e-06,0.0932,0.244,177.429,208027,4
America,Holiday,Lonely People,5coTcHT7K8O3G97y9T4LOU,"album rock,art rock,classic rock,country rock,folk,folk rock,mellow gold,rock,soft rock",,0.557,0.473,7,-9.294,1,0.0262,3.95e-05,0.0658,0.56,79.368,150227,4
Yusuf / Cat Stevens,Teaser And The Firecat,The Wind,1rHMg7t3LICgfTl2OsDn46,"british folk,classic rock,folk,folk rock,mellow gold,rock,singer-songwriter,soft rock",,0.758,0.187,2,-18.963,1,0.0437,0.1,0.122,0.78,115.75,102200,4
