artist,album,track_name,track_id,artist_genre,album_genre,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Marvin Gaye,How Sweet It Is To Be Loved By You,How Sweet It Is (To Be Loved By You),2zF8ro2hX0aEYaqXQdEKW1,"classic soul,funk,motown,northern soul,quiet storm,soul",,0.653,0.49,0,-10.106,1,0.0408,4.13e-06,0.0832,0.963,110.202,177773,4
Various Artists,Motown 50,Papa Was A Rollin' Stone - Single Version,5qf5RkyeFIwPdHrftXnOLq,"classic soul,funk,memphis soul,motown,soul",,0.754,0.592,5,-8.808,0,0.0683,0.0153,0.0675,0.835,120.283,411360,4
The Jackson 5,Third Album,I'll Be There,5RdhBLmB4DyFHLglRrfx63,motown,,0.51,0.515,5,-7.247,1,0.0253,1.24e-06,0.654,0.331,93.212,237760,4
The Jackson 5,Motown Legends: Jackson 5 - Never Can Say Goodbye,I Want You Back,4CbUtLtAcgLJ7mAIeooJS8,motown,,0.639,0.543,8,-12.777,1,0.0303,1.29e-05,0.28,0.937,98.185,180840,4
The Jackson 5,Jackson 5 - Dell Bundle (100 Track Dell Bundle),Who's Lovin' You,50Q0kzr8hGGUG0yA9PdF3c,motown,,0.36,0.413,7,-6.942,1,0.0294,1.29e-05,0.197,0.35,81.111,240187,3
The Jackson 5,Dancing Machine,Dancing Machine,0xqb2Euq1PAxKHBA36NUnx,motown,,0.776,0.794,6,-7.722,1,0.0723,2.35e-05,0.689,0.845,109.277,161813,4
Billie Holiday,Lady Day: The Complete Billie Holiday On Columbia (1933-1944),All of Me,1LGqJ3nvxpVXDWpEzq4DJD,"adult standards,harlem renaissance,jazz blues,lounge,soul,torch song,vocal jazz",,0.504,0.0644,2,-14.754,0,0.0408,4.36e-06,0.174,0.403,106.994,181440,5
Ella Fitzgerald,The Complete Ella And Louis On Verve,They Can't Take That Away From Me,1V4NaFlrUCK49MXcdOcVeS,"adult standards,jazz blues,swing,vocal jazz",,0.563,0.136,3,-17.402,1,0.0683,0.0,0.106,0.368,104.928,280000,4
The Temptations,Sky's The Limit,Just My Imagination (Running Away With Me),39Bd345OWEhRNyfayhp9gv,"classic soul,funk,memphis soul,motown,soul",,0.425,0.242,0,-15.424,1,0.0267,0.0118,0.195,0.477,92.472,228160,4
Frank Sinatra,Songs For Swingin' Lovers! (Remastered),You Make Me Feel So Young - Remastered 1998,2WaYW84yWij5NSCpgSeU2R,"adult standards,easy listening,lounge",,0.577,0.306,9,-11.559,1,0.0427,0.0,0.18,0.568,125.166,177400,4
Glenn Miller,Ultimate Big Band Collection: Glenn Miller,In the Mood,1xsY8IFXUrxeet1Fcmk4oC,"adult standards,big band,easy listening,jazz trombone,lounge,swing,vocal jazz",,0.624,0.304,8,-14.496,1,0.0822,0.173,0.0693,0.874,80.582,216747,4
Benny Goodman,The Essential Benny Goodman,"Sing, Sing, Sing",5L8ta4ECl5zeA6bGqY7G38,"adult standards,bebop,big band,jazz,jazz clarinet,lounge,stride,swing,vintage jazz,vocal jazz",,0.62,0.67,2,-11.575,0,0.0591,0.896,0.156,0.295,113.492,520293,4
Sammy Davis Jr.,Capitol Collector's Series,I Ain't Got Nobody,1mYU1xNK2THM44DpukZGY4,"adult standards,easy listening,lounge,vocal jazz",,0.53,0.408,0,-10.283,1,0.279,1.13e-06,0.0555,0.738,200.098,144800,4
Ray Charles,"Ray Charles (aka: Hallelujah, I Love Her So)","Hallelujah, I Love Her So",5P11rW6aJErF37MTfRZS31,"adult standards,classic soul,jazz blues,piano blues,soul,soul blues,vocal jazz",,0.696,0.547,5,-5.954,0,0.169,0.0,0.155,0.623,73.203,155507,4
