artist,album,track_name,track_id,artist_genre,album_genre,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
John Williams,Schindler's List,Theme From Schindler's List,42gZM6AQ9BDMaTyTmMDVlN,soundtrack,,0.142,0.113,2,-25.362,0,0.0415,0.838,0.107,0.0697,98.575,255693,1
The Lyndhurst Orchestra,Gladiator - Music From The Motion Picture,Honor Him,0p21vI2StdprWPtAGftM5c,"german soundtrack,soundtrack",,0.148,0.105,6,-23.824,0,0.042,0.89,0.117,0.0392,68.535,79840,4
Ennio Morricone,"The Good, The Bad & The Ugly (Original Motion Picture Soundtrack)","The Good, The Bad And The Ugly - Main Title",1JSIWsJfxOji0FrxFcxdCK,"classic soundtrack,italian soundtrack,soundtrack,vintage italian soundtrack",,0.304,0.657,0,-13.567,1,0.0824,0.954,0.113,0.102,120.338,162133,4
John Williams,Saving Private Ryan,"Hymn To The Fallen - From ""Saving Private Ryan"" Soundtrack",71zPpqRMdkEUCl7cPQIBrV,soundtrack,,0.169,0.0629,7,-22.961,1,0.0411,0.911,0.0996,0.0607,127.155,370267,4
Various Artists,The Lord of the Rings: The Fellowship of the Ring (Original Motion Picture Soundtrack),The Bridge of Khazad Dum,6HYCOHzY2xR4W2dOokH3ed,"canadian classical,canadian soundtrack,middle earth,scorecore,soundtrack,video game music",,0.299,0.492,5,-13.19,0,0.0544,0.905,0.202,0.0365,84.204,357400,4
John Williams,Star Wars: The Phantom Menace (Original Motion Picture Soundtrack),Duel of the Fates,1ghlpxVfPbFH2jenrv9vVw,soundtrack,,0.471,0.411,2,-15.755,1,0.041,0.853,0.28,0.282,79.986,254347,4
Michael Kamen,Band of Brothers - Original Motion Picture Soundtrack,Main Titles from the HBO Miniseries Band of Brothers - Instrumental,7L4s0J81HpXmy2j0QQ64Ln,"classic soundtrack,scorecore,soundtrack",,0.0842,0.176,5,-17.619,1,0.0376,0.97,0.102,0.0392,84.325,144893,3
Howard Shore,The Hobbit: An Unexpected Journey (Original Motion Picture Soundtrack),Misty Mountains,3AAwJ043uT1wXSKDtGyuxF,middle earth,,0.195,0.0111,7,-31.641,0,0.0337,0.000881,0.112,0.3,83.735,103025,1
Various Artists,The Lord of the Rings: The Fellowship of the Ring (Original Motion Picture Soundtrack),May It Be,7LAJWSKK8JMIZAcblgUMS6,"celtic,middle earth",,0.215,0.169,9,-17.88,1,0.0402,0.0585,0.0907,0.0547,132.925,257760,3
Clint Mansell,Requiem for a Dream / OST,Lux Aeterna,62Da3JOu9H9EIgmqV7DoLG,"british soundtrack,compositional ambient,scorecore,soundtrack",,0.38,0.246,7,-13.955,0,0.0329,0.905,0.084,0.0573,133.805,234400,4
Basil Poledouris,The Hunt For Red October,Hymn To Red October (Main Title),4V4VuNh68MJzUoGPyyHMa7,"classic soundtrack,scorecore,soundtrack,video game music",,0.425,0.0578,7,-19.859,0,0.0265,2.69e-06,0.0829,0.206,81.154,306467,4
Hildur Guðnadóttir,Joker (Original Motion Picture Soundtrack),Call Me Joker,257SoE95qEweGItCB9Q5rE,"cello,compositional ambient,drone,icelandic classical,icelandic experimental,soundtrack",,0.199,0.319,2,-14.43,1,0.0334,0.893,0.144,0.0462,120.772,288800,4
Ramin Djawadi,Game Of Thrones (Music From The HBO Series),"Main Title - From The ""Game Of Thrones"" Soundtrack",2q6fxAvSpqXR4jx9Ne7RGz,"german soundtrack,scorecore,soundtrack,video game music",,0.197,0.603,5,-16.116,0,0.0454,0.794,0.106,0.232,169.881,106280,3
John Williams,Star Wars: Attack of the Clones (Original Motion Picture Soundtrack),"Across the Stars (Love Theme from ""Star Wars: Attack of the Clones"")",3rUMH7i22tlkymhDPOmXUv,soundtrack,,0.116,0.13,0,-18.278,1,0.0355,0.914,0.111,0.0666,80.611,333347,4
Hans Zimmer,The Da Vinci Code,Chevaliers De Sangreal,64q5EfFKR9hYJ1FHqSClxe,"german soundtrack,soundtrack",,0.169,0.222,7,-15.954,0,0.0356,0.964,0.107,0.0397,110.877,247400,4
John Ottman,X-Men: Days of Future Past (Original Motion Picture Soundtrack),Hope (Xavier's Theme),5ryUtBADP0w838HUJAmNKY,"classic soundtrack,epicore,scorecore,soundtrack",,0.355,0.0748,9,-21.293,0,0.0334,0.897,0.0699,0.0395,131.956,288053,4
Various Artists,The Lord of the Rings: The Fellowship of the Ring (Original Motion Picture Soundtrack),"The Council of Elrond (feat. ""Aniron"") [Theme for Aragorn and Arwen]",3Knohqfb9jeYzL6wMZiWLM,"canadian classical,canadian soundtrack,middle earth,scorecore,soundtrack,video game music",,0.104,0.111,1,-20.031,1,0.0517,0.926,0.11,0.039,83.933,229107,4
Various Artists,The Lord of the Rings: The Two Towers (Original Motion Picture Soundtrack),Evenstar,1TQKEwq4y9SkNciJuisE1m,"canadian classical,canadian soundtrack,middle earth,scorecore,soundtrack,video game music",,0.122,0.0407,4,-26.194,0,0.0457,0.847,0.104,0.0342,74.418,195600,5
Various Artists,The Lord of the Rings: The Fellowship of the Ring (Original Motion Picture Soundtrack),Concerning Hobbits,644es5aYPJghtZLjM1rmSP,"canadian classical,canadian soundtrack,middle earth,scorecore,soundtrack,video game music",,0.488,0.0629,2,-21.524,1,0.0342,0.406,0.133,0.175,104.311,175040,4
Various Artists,The Lord of the Rings - The Return of the King - The Complete Recordings (Limited Edition),"The Fellowship Reunited (feat. Sir James Galway, Viggo Mortensen and Renée Fleming)",1lIcdDpGlc2mO2LYA0f5KM,"canadian classical,canadian soundtrack,middle earth,scorecore,soundtrack,video game music",,0.137,0.0625,2,-22.77,1,0.04,0.926,0.277,0.0365,87.682,738080,3
Thomas Newman,1917 (Original Motion Picture Soundtrack),Come Back to Us,44sVQfPdCTGM5JLBRHUngc,"scorecore,soundtrack",,0.0717,0.0154,7,-30.218,0,0.0419,0.937,0.0928,0.0356,78.822,339587,3
Thomas Newman,1917 (Original Motion Picture Soundtrack),Écoust-Saint-Mein,0HIRUdXHBEmzAvhaTR9r3b,"scorecore,soundtrack",,0.285,0.0344,0,-29.554,1,0.0364,0.874,0.0988,0.0342,120.388,156507,4
Thomas Newman,1917 (Original Motion Picture Soundtrack),Milk,2eBGMJpZXv2EOmgcZlUw9v,"scorecore,soundtrack",,0.107,0.0109,0,-39.49,1,0.0372,0.927,0.105,0.0262,91.415,610093,4
Thomas Newman,1917 (Original Motion Picture Soundtrack),Sixteen Hundred Men,5xBaAekZUVaLlHjYfXDoVZ,"scorecore,soundtrack",,0.394,0.232,0,-19.852,0,0.0351,0.829,0.0959,0.04,122.016,392120,4
Thomas Newman,1917 (Original Motion Picture Soundtrack),Gehenna,3gxShB9Ikqz60WdDZu1hTY,"scorecore,soundtrack",,0.209,0.0273,9,-30.02,1,0.0331,0.895,0.123,0.0385,85.007,214600,1
Rupert Gregson-Williams,Hacksaw Ridge (Original Motion Picture Soundtrack),Hacksaw Ridge,6Ee3nkeMIj4yEP6hNdwxZX,"british soundtrack,epicore,scorecore,soundtrack",,0.17,0.348,4,-20.422,1,0.0508,0.132,0.0716,0.0394,129.09,260027,3
Rupert Gregson-Williams,Hacksaw Ridge (Original Motion Picture Soundtrack),Praying,0Rsxpur05BLNcXmcArEZnI,"british soundtrack,epicore,scorecore,soundtrack",,0.0837,0.369,9,-13.183,0,0.0382,0.951,0.112,0.0314,83.28,349253,4
Rupert Gregson-Williams,Hacksaw Ridge (Original Motion Picture Soundtrack),Okinawa Battlefield,4TyMkWzFaZIYH52DpBuISz,"british soundtrack,epicore,scorecore,soundtrack",,0.164,0.176,4,-18.521,0,0.0343,0.905,0.0431,0.0292,110.183,239373,5
Rupert Gregson-Williams,Hacksaw Ridge (Original Motion Picture Soundtrack),Japanese Retake The Ridge,2RZNBCfYQRMYE4NIItcBo9,"british soundtrack,epicore,scorecore,soundtrack",,0.249,0.672,9,-12.942,0,0.0626,0.88,0.129,0.18,143.756,276707,4
Rupert Gregson-Williams,Hacksaw Ridge (Original Motion Picture Soundtrack),One Man At A Time,7HMzhHBwxKOdGCdatgxaR1,"british soundtrack,epicore,scorecore,soundtrack",,0.208,0.503,2,-13.311,1,0.05,0.869,0.104,0.0313,115.9,150467,3
Ramin Djawadi,Westworld: Season 1 (Music from the HBO Series),Main Title Theme - Westworld,2sw8teIvVMRZKKYD5p795f,"german soundtrack,scorecore,soundtrack,video game music",,0.45,0.361,5,-11.171,1,0.0292,0.952,0.11,0.0619,110.953,101462,3
Ramin Djawadi,Westworld: Season 1 (Music from the HBO Series),"Paint It, Black",6rSVuRt7xl4GsEQv4tphSl,"german soundtrack,scorecore,soundtrack,video game music",,0.327,0.332,9,-11.326,0,0.0384,0.891,0.0912,0.0989,73.855,344017,4
John Williams,Star Wars: The Empire Strikes Back (Original Motion Picture Soundtrack),The Imperial March (Darth Vader's Theme),2bw4WgXyXP90hIex7ur58y,soundtrack,,0.577,0.379,7,-13.82,0,0.0368,0.955,0.126,0.284,103.112,179573,4
John Williams,Star Wars: Revenge of the Sith (Original Motion Picture Soundtrack),Battle of the Heroes,1u3nu8fNWFua6mQjw4ReEt,soundtrack,,0.174,0.298,0,-15.017,0,0.033,0.953,0.14,0.133,89.962,222600,4
Ramin Djawadi,Westworld: Season 1 (Music from the HBO Series),House of the Rising Sun,3jb5n6KllNkxTijoREKmXX,"german soundtrack,scorecore,soundtrack,video game music",,0.686,0.342,4,-13.568,0,0.0401,0.939,0.161,0.962,120.951,84561,3
Ramin Djawadi,Westworld: Season 1 (Music from the HBO Series),Trompe l'oeil,17JDYeoJtzRSyfhYg9jFs1,"german soundtrack,scorecore,soundtrack,video game music",,0.11,0.222,4,-14.407,0,0.0351,0.815,0.127,0.0371,82.928,304398,3
Ramin Djawadi,Westworld: Season 1 (Music from the HBO Series),Reveries,5ZqqudYxIktSnMlpJwK4Ye,"german soundtrack,scorecore,soundtrack,video game music",,0.227,0.0862,6,-21.4,0,0.0431,0.938,0.0997,0.0532,68.064,180036,3
Mac Quayle,"Mr. Robot, Vol. 1 (Original Television Series Soundtrack)",1.0_7-waitfortheQ.ogg,40pngv2aF2b5KuOe35CRYL,soundtrack,,0.233,0.112,5,-25.252,0,0.0469,0.831,0.0879,0.0433,71.376,142516,4
Mac Quayle,"Mr. Robot, Vol. 1 (Original Television Series Soundtrack)",1.3_5-da3m0nsneverstop.caf,7fVnqLU7KEFJAXedeKafsa,soundtrack,,0.762,0.352,0,-13.128,0,0.0795,0.886,0.109,0.692,120.074,130404,4
Mac Quayle,"Mr. Robot, Vol. 1 (Original Television Series Soundtrack)",1.0_8-whatsyourask.m4p,0QmIPFQ3h0yVPgHsfqpy05,soundtrack,,0.527,0.394,10,-14.874,0,0.0493,0.874,0.111,0.0336,135.998,97972,4
Mac Quayle,"Mr. Robot, Vol. 1 (Original Television Series Soundtrack)",1.1_3-oneor0.wma,66LSGgGsvhqvnDP0inq4pw,soundtrack,,0.554,0.165,0,-18.128,0,0.0368,0.935,0.224,0.0998,151.995,187869,4
Mac Quayle,"Mr. Robot, Vol. 4 (Original Television Series Soundtrack)",2.6_1-h1dden-pr0cess.dvf,4YycQQUd2IjYvSdEA0MBq6,soundtrack,,0.208,0.356,0,-15.56,1,0.0458,0.816,0.107,0.0324,76.392,127365,5
Mac Quayle,"Mr. Robot, Vol. 1 (Original Television Series Soundtrack)",1.0_3-fucksociety.mp3,3sdkizwy9pJJABWimxp6Hu,soundtrack,,0.402,0.376,1,-23.656,1,0.0453,0.891,0.111,0.493,112.063,132419,3
Mac Quayle,"Mr. Robot, Vol. 7 (Original Television Series Soundtrack)",401.1 Retribution,6zi4nGpIy4JvvoG5I65LSL,soundtrack,,0.58,0.732,9,-11.347,1,0.0357,0.773,0.148,0.0662,110.005,180384,4
Mac Quayle,"Mr. Robot, Vol. 2 (Original Television Series Soundtrack)",1.8_1-imcrazy.aiff,6ck97LOwSjoVjqzIbwchUd,soundtrack,,0.13,0.103,6,-24.04,0,0.0375,0.947,0.103,0.04,69.419,314649,4
Alexandre Desplat,The Imitation Game (Original Motion Picture Soundtrack),The Imitation Game,0o9ivTBX7mjTnaUYF4Gk6t,"french soundtrack,hollywood,soundtrack",,0.318,0.308,5,-13.676,0,0.0285,0.889,0.109,0.0592,103.925,157027,4
Vitamin String Quartet,VSQ Performs Nine Inch Nails' Pretty Hate Machine,Something I Can Never Have,2a75ZwRbjH0HoN2ICXwcfV,"bow pop,classify",,0.497,0.0961,5,-17.553,1,0.0378,0.756,0.102,0.167,108.658,354347,4
Mac Quayle,"Mr. Robot, Vol. 7 (Original Television Series Soundtrack)",404.3 My Sister,3FgTY8XOnyDQ5YEAVFktEn,soundtrack,,0.281,0.0504,3,-20.265,1,0.0457,0.83,0.0914,0.0753,67.883,145015,3
Mac Quayle,"Mr. Robot, Vol. 7 (Original Television Series Soundtrack)",405.7 Ziptie Door,6lEQfWndth0MOZooevjKgR,soundtrack,,0.361,0.876,1,-9.919,0,0.125,0.898,0.462,0.0998,161.604,150616,4
Philip Glass,Koyaanisqatsi,Vessels,4R97otMjWB8kigYKEj0EiZ,"american contemporary classical,classical,compositional ambient,contemporary classical,drone,minimalism,soundtrack",,0.328,0.28,7,-16.521,0,0.0349,0.0926,0.073,0.135,99.466,485840,3
Philip Glass,Glass: Einstein On The Beach,Einstein on the Beach: Knee Play 1,7vz0tHb2Fh7C7cRVNT7JWH,"american contemporary classical,classical,compositional ambient,contemporary classical,drone,minimalism,soundtrack",,0.624,0.0723,7,-22.328,1,0.0644,7.42e-06,0.238,0.0717,103.152,232040,4
Ramin Djawadi,Westworld: Season 2 (Music From the HBO Series),Akane no Mai,27pBwJGMExtPoptQJNejyx,"german soundtrack,scorecore,soundtrack,video game music",,0.198,0.248,9,-18.194,0,0.0421,0.883,0.0882,0.0302,59.918,213874,4
Ramin Djawadi,Westworld: Season 2 (Music From the HBO Series),Heart-Shaped Box (Orchestral),0OSfLPEQb1PLL0Q0C2xZVE,"german soundtrack,scorecore,soundtrack,video game music",,0.47,0.265,8,-13.769,0,0.033,0.887,0.0803,0.0686,81.956,204628,4
Rupert Gregson-Williams,Hacksaw Ridge (Original Motion Picture Soundtrack),I Can't Hear You,5USe1wzXVFl00jw2qA7b1s,"british soundtrack,epicore,scorecore,soundtrack",,0.152,0.121,4,-16.406,0,0.0415,0.769,0.0694,0.0363,136.113,174760,4
